service,action,description,access_level,resource_types,condition_keys,dependent_actions,service_action_combined
identitystore,ListGroupMembershipsForMember,Grants permission to list groups of the target member in the specified IdentityStore,List,AllGroupMemberships*,,,identitystore:ListGroupMembershipsForMember
identitystore,ListGroups,Grants permission to search for groups within the specified IdentityStore,List,AllGroups*,,,identitystore:ListGroups
identitystore,ListUsers,Grants permission to search for users in the specified IdentityStore,List,AllUsers*,,,identitystore:ListUsers
identitystore,UpdateGroup,Grants permission to update information about a group in the specified IdentityStore,Write,Group*,,,identitystore:UpdateGroup
identitystore,UpdateUser,Grants permission to update user information in the specified IdentityStore,Write,Identitystore*,,,identitystore:UpdateUser
identitystore-auth,BatchDeleteSession,Grants permission to delete a batch of specified sessions,Write,,,,identitystore-auth:BatchDeleteSession
identitystore-auth,BatchGetSession,Grants permission to return session attributes for a batch of specified sessions,Read,,,,identitystore-auth:BatchGetSession
identitystore-auth,ListSessions,Grants permission to retrieve a list of active sessions for the specified user,List,,,,identitystore-auth:ListSessions
identity-sync,CreateSyncFilter,Grants permission to create a sync filter on the sync profile,Write,SyncProfileResource*,,,identity-sync:CreateSyncFilter
identity-sync,CreateSyncProfile,Grants permission to create a sync profile for the identity source,Write,,,ds:AuthorizeApplication,identity-sync:CreateSyncProfile
identity-sync,CreateSyncTarget,Grants permission to create a sync target for the identity source,Write,SyncProfileResource*,,,identity-sync:CreateSyncTarget
identity-sync,DeleteSyncFilter,Grants permission to delete a sync filter from the sync profile,Write,SyncProfileResource*,,,identity-sync:DeleteSyncFilter
identity-sync,DeleteSyncProfile,Grants permission to delete a sync profile from the source,Write,SyncProfileResource*,,ds:UnauthorizeApplication,identity-sync:DeleteSyncProfile
identity-sync,DeleteSyncTarget,Grants permission to delete a sync target from the source,Write,SyncProfileResource*,,,identity-sync:DeleteSyncTarget
identity-sync,GetSyncProfile,Grants permission to retrieve a sync profile by using a sync profile name,Read,SyncProfileResource*,,,identity-sync:GetSyncProfile
identity-sync,GetSyncTarget,Grants permission to retrieve a sync target from the sync profile,Read,SyncProfileResource*,,,identity-sync:GetSyncTarget
identity-sync,ListSyncFilters,Grants permission to list the sync filters from the sync profile,List,SyncProfileResource*,,,identity-sync:ListSyncFilters
identity-sync,StartSync,Grants permission to start a sync process or to resume a sync process that was previously paused,Write,SyncProfileResource*,,,identity-sync:StartSync
identity-sync,StopSync,Grants permission to stop any planned sync process in the sync schedule from starting,Write,SyncProfileResource*,,,identity-sync:StopSync
identity-sync,UpdateSyncTarget,Grants permission to update a sync target on the sync profile,Write,SyncProfileResource*,,,identity-sync:UpdateSyncTarget
importexport,CancelJob,This action cancels a specified job. Only the job owner can cancel it. The action fails if the job has already started or is complete.,Write,,,,importexport:CancelJob
importexport,CreateJob,This action initiates the process of scheduling an upload or download of your data.,Write,,,,importexport:CreateJob
importexport,GetShippingLabel,This action generates a pre-paid shipping label that you will use to ship your device to AWS for processing.,Read,,,,importexport:GetShippingLabel
importexport,GetStatus,"This action returns information about a job, including where the job is in the processing pipeline, the status of the results, and the signature value associated with the job.",Read,,,,importexport:GetStatus
importexport,ListJobs,This action returns the jobs associated with the requester.,List,,,,importexport:ListJobs
importexport,UpdateJob,You use this action to change the parameters specified in the original manifest file by supplying a new manifest file.,Write,,,,importexport:UpdateJob
inspector,AddAttributesToFindings,Grants permission to assign attributes (key and value pairs) to the findings that are specified by the ARNs of the findings,Write,,,,inspector:AddAttributesToFindings
inspector,CreateAssessmentTarget,Grants permission to create a new assessment target using the ARN of the resource group that is generated by CreateResourceGroup,Write,,,,inspector:CreateAssessmentTarget
inspector,CreateAssessmentTemplate,Grants permission to create an assessment template for the assessment target that is specified by the ARN of the assessment target,Write,,,,inspector:CreateAssessmentTemplate
inspector,CreateExclusionsPreview,Grants permission to start the generation of an exclusions preview for the specified assessment template,Write,,,,inspector:CreateExclusionsPreview
inspector,CreateResourceGroup,Grants permission to create a resource group using the specified set of tags (key and value pairs) that are used to select the EC2 instances to be included in an Amazon Inspector assessment target,Write,,,,inspector:CreateResourceGroup
inspector,DeleteAssessmentRun,Grants permission to delete the assessment run that is specified by the ARN of the assessment run,Write,,,,inspector:DeleteAssessmentRun
inspector,DeleteAssessmentTarget,Grants permission to delete the assessment target that is specified by the ARN of the assessment target,Write,,,,inspector:DeleteAssessmentTarget
inspector,DeleteAssessmentTemplate,Grants permission to delete the assessment template that is specified by the ARN of the assessment template,Write,,,,inspector:DeleteAssessmentTemplate
inspector,DescribeAssessmentRuns,Grants permission to describe the assessment runs that are specified by the ARNs of the assessment runs,Read,,,,inspector:DescribeAssessmentRuns
inspector,DescribeAssessmentTargets,Grants permission to describe the assessment targets that are specified by the ARNs of the assessment targets,Read,,,,inspector:DescribeAssessmentTargets
inspector,DescribeAssessmentTemplates,Grants permission to describe the assessment templates that are specified by the ARNs of the assessment templates,Read,,,,inspector:DescribeAssessmentTemplates
inspector,DescribeCrossAccountAccessRole,Grants permission to describe the IAM role that enables Amazon Inspector to access your AWS account,Read,,,,inspector:DescribeCrossAccountAccessRole
inspector,DescribeExclusions,Grants permission to describe the exclusions that are specified by the exclusions' ARNs,Read,,,,inspector:DescribeExclusions
inspector,DescribeFindings,Grants permission to describe the findings that are specified by the ARNs of the findings,Read,,,,inspector:DescribeFindings
inspector,DescribeResourceGroups,Grants permission to describe the resource groups that are specified by the ARNs of the resource groups,Read,,,,inspector:DescribeResourceGroups
inspector,DescribeRulesPackages,Grants permission to describe the rules packages that are specified by the ARNs of the rules packages,Read,,,,inspector:DescribeRulesPackages
inspector,GetAssessmentReport,Grants permission to produce an assessment report that includes detailed and comprehensive results of a specified assessment run,Read,,,,inspector:GetAssessmentReport
inspector,GetExclusionsPreview,Grants permission to retrieve the exclusions preview (a list of ExclusionPreview objects) specified by the preview token,Read,,,,inspector:GetExclusionsPreview
inspector,GetTelemetryMetadata,Grants permission to get information about the data that is collected for the specified assessment run,Read,,,,inspector:GetTelemetryMetadata
inspector,ListAssessmentRunAgents,Grants permission to list the agents of the assessment runs that are specified by the ARNs of the assessment runs,List,,,,inspector:ListAssessmentRunAgents
inspector,ListAssessmentRuns,Grants permission to list the assessment runs that correspond to the assessment templates that are specified by the ARNs of the assessment templates,List,,,,inspector:ListAssessmentRuns
inspector,ListAssessmentTargets,Grants permission to list the ARNs of the assessment targets within this AWS account,List,,,,inspector:ListAssessmentTargets
inspector,ListAssessmentTemplates,Grants permission to list the assessment templates that correspond to the assessment targets that are specified by the ARNs of the assessment targets,List,,,,inspector:ListAssessmentTemplates
inspector,ListEventSubscriptions,Grants permission to list all the event subscriptions for the assessment template that is specified by the ARN of the assessment template,List,,,,inspector:ListEventSubscriptions
inspector,ListExclusions,Grants permission to list exclusions that are generated by the assessment run,List,,,,inspector:ListExclusions
inspector,ListFindings,Grants permission to list findings that are generated by the assessment runs that are specified by the ARNs of the assessment runs,List,,,,inspector:ListFindings
inspector,ListRulesPackages,Grants permission to list all available Amazon Inspector rules packages,List,,,,inspector:ListRulesPackages
inspector,ListTagsForResource,Grants permission to list all tags associated with an assessment template,Read,,,,inspector:ListTagsForResource
inspector,PreviewAgents,Grants permission to preview the agents installed on the EC2 instances that are part of the specified assessment target,Read,,,,inspector:PreviewAgents
inspector,RegisterCrossAccountAccessRole,Grants permission to register the IAM role that Amazon Inspector uses to list your EC2 instances at the start of the assessment run or when you call the PreviewAgents action,Write,,,,inspector:RegisterCrossAccountAccessRole
inspector,RemoveAttributesFromFindings,Grants permission to remove entire attributes (key and value pairs) from the findings that are specified by the ARNs of the findings where an attribute with the specified key exists,Write,,,,inspector:RemoveAttributesFromFindings
inspector,SetTagsForResource,Grants permission to set tags (key and value pairs) to the assessment template that is specified by the ARN of the assessment template,Tagging,,,,inspector:SetTagsForResource
inspector,StartAssessmentRun,Grants permission to start the assessment run specified by the ARN of the assessment template,Write,,,,inspector:StartAssessmentRun
inspector,StopAssessmentRun,Grants permission to stop the assessment run that is specified by the ARN of the assessment run,Write,,,,inspector:StopAssessmentRun
inspector,SubscribeToEvent,Grants permission to enable the process of sending Amazon Simple Notification Service (SNS) notifications about a specified event to a specified SNS topic,Write,,,,inspector:SubscribeToEvent
inspector,UnsubscribeFromEvent,Grants permission to disable the process of sending Amazon Simple Notification Service (SNS) notifications about a specified event to a specified SNS topic,Write,,,,inspector:UnsubscribeFromEvent
inspector,UpdateAssessmentTarget,Grants permission to update the assessment target that is specified by the ARN of the assessment target,Write,,,,inspector:UpdateAssessmentTarget
inspector2,AssociateMember,Grants permission to associate an account with an Amazon Inspector administrator account,Write,,,,inspector2:AssociateMember
inspector2,BatchGetAccountStatus,Grants permission to retrieve information about Amazon Inspector accounts for an account,Read,,,,inspector2:BatchGetAccountStatus
inspector2,BatchGetFreeTrialInfo,Grants permission to retrieve free trial period eligibility about Amazon Inspector accounts for an account,Read,,,,inspector2:BatchGetFreeTrialInfo
inspector2,CancelFindingsReport,Grants permission to cancel the generation of a findings report,Write,,,,inspector2:CancelFindingsReport
inspector2,CreateFilter,Grants permission to create and define the settings for a findings filter,Write,Filter*,,,inspector2:CreateFilter
inspector2,CreateFindingsReport,Grants permission to request the generation of a findings report,Write,,,,inspector2:CreateFindingsReport
inspector2,DeleteFilter,Grants permission to delete a findings filter,Write,Filter*,,,inspector2:DeleteFilter
inspector2,DescribeOrganizationConfiguration,Grants permission to retrieve information about the Amazon Inspector configuration settings for an AWS organization,Read,,,,inspector2:DescribeOrganizationConfiguration
inspector2,Disable,Grants permission to disable an Amazon Inspector account,Write,,,,inspector2:Disable
inspector2,DisableDelegatedAdminAccount,Grants permission to disable an account as the delegated Amazon Inspector administrator account for an AWS organization,Write,,,,inspector2:DisableDelegatedAdminAccount
inspector2,DisassociateMember,Grants permission to an Amazon Inspector administrator account to disassociate from an Inspector member account,Write,,,,inspector2:DisassociateMember
inspector2,Enable,Grants permission to enable and specify the configuration settings for a new Amazon Inspector account,Write,,,,inspector2:Enable
inspector2,EnableDelegatedAdminAccount,Grants permission to enable an account as the delegated Amazon Inspector administrator account for an AWS organization,Write,,,,inspector2:EnableDelegatedAdminAccount
inspector2,GetConfiguration,Grants permission to retrieve information about the Amazon Inspector configuration settings for an AWS account,Read,,,,inspector2:GetConfiguration
inspector2,GetDelegatedAdminAccount,Grants permission to retrieve information about the Amazon Inspector administrator account for an account,Read,,,,inspector2:GetDelegatedAdminAccount
inspector2,GetFindingsReportStatus,Grants permission to retrieve status for a requested findings report,Read,,,,inspector2:GetFindingsReportStatus
inspector2,GetMember,Grants permission to retrieve information about an account that's associated with an Amazon Inspector administrator account,Read,,,,inspector2:GetMember
inspector2,ListAccountPermissions,Grants permission to retrieve feature configuration permissions associated with an Amazon Inspector account within an organization,List,,,,inspector2:ListAccountPermissions
inspector2,ListCoverage,Grants permission to retrieve the types of statistics Amazon Inspector can generate for resources Inspector monitors,List,,,,inspector2:ListCoverage
inspector2,ListCoverageStatistics,Grants permission to retrieve statistical data and other information about the resources Amazon Inspector monitors,List,,,,inspector2:ListCoverageStatistics
inspector2,ListDelegatedAdminAccounts,Grants permission to retrieve information about the delegated Amazon Inspector administrator account for an AWS organization,List,,,,inspector2:ListDelegatedAdminAccounts
inspector2,ListFilters,Grants permission to retrieve information about all findings filters,List,,,,inspector2:ListFilters
inspector2,ListFindingAggregations,Grants permission to retrieve statistical data and other information about Amazon Inspector findings,List,,,,inspector2:ListFindingAggregations
inspector2,ListFindings,Grants permission to retrieve a subset of information about one or more findings,List,,,,inspector2:ListFindings
inspector2,ListMembers,Grants permission to retrieve information about the Amazon Inspector member accounts that are associated with an Inspector administrator account,List,,,,inspector2:ListMembers
inspector2,ListTagsForResource,Grants permission to retrieve the tags for an Amazon Inspector resource,Read,,,,inspector2:ListTagsForResource
inspector2,ListUsageTotals,Grants permission to retrieve aggregated usage data for an account,List,,,,inspector2:ListUsageTotals
inspector2,TagResource,Grants permission to add or update the tags for an Amazon Inspector resource,Tagging,,aws:RequestTag/${TagKey}aws:TagKeysaws:ResourceTag/${TagKey},,inspector2:TagResource
inspector2,UntagResource,Grants permission to remove tags from an Amazon Inspector resource,Tagging,,aws:TagKeys,,inspector2:UntagResource
inspector2,UpdateConfiguration,Grants permission to update information about the Amazon Inspector configuration settings for an AWS account,Write,,,,inspector2:UpdateConfiguration
inspector2,UpdateFilter,Grants permission to update the settings for a findings filter,Write,Filter*,,,inspector2:UpdateFilter
inspector2,UpdateOrganizationConfiguration,Grants permission to update Amazon Inspector configuration settings for an AWS organization,Write,,,,inspector2:UpdateOrganizationConfiguration
ivs,BatchGetChannel,Grants permission to get multiple channels simultaneously by channel ARN,Read,Channel*,,,ivs:BatchGetChannel
ivs,BatchGetStreamKey,Grants permission to get multiple stream keys simultaneously by stream key ARN,Read,Stream-Key*,,,ivs:BatchGetStreamKey
ivs,CreateChannel,Grants permission to create a new channel and an associated stream key,Write,Channel*,,,ivs:CreateChannel
ivs,CreateRecordingConfiguration,Grants permission to create a a new recording configuration,Write,Recording-Configuration*,,,ivs:CreateRecordingConfiguration
ivs,CreateStreamKey,Grants permission to create a stream key,Write,Stream-Key*,,,ivs:CreateStreamKey
ivs,DeleteChannel,Grants permission to delete a channel and channel's stream keys,Write,Channel*,,,ivs:DeleteChannel
ivs,DeletePlaybackKeyPair,Grants permission to delete the playback key pair for a specified ARN,Write,Playback-Key-Pair*,,,ivs:DeletePlaybackKeyPair
ivs,DeleteRecordingConfiguration,Grants permission to delete a recording configuration for the specified ARN,Write,Recording-Configuration*,,,ivs:DeleteRecordingConfiguration
ivs,DeleteStreamKey,Grants permission to delete the stream key for a specified ARN,Write,Stream-Key*,,,ivs:DeleteStreamKey
ivs,GetChannel,Grants permission to get the channel configuration for a specified channel ARN,Read,Channel*,,,ivs:GetChannel
ivs,GetPlaybackKeyPair,Grants permission to get the playback keypair information for a specified ARN,Read,Playback-Key-Pair*,,,ivs:GetPlaybackKeyPair
ivs,GetRecordingConfiguration,Grants permission to get the recording configuration for the specified ARN,Read,Recording-Configuration*,,,ivs:GetRecordingConfiguration
ivs,GetStream,Grants permission to get information about the active (live) stream on a specified channel,Read,Channel*,,,ivs:GetStream
ivs,GetStreamKey,Grants permission to get stream-key information for a specified ARN,Read,Stream-Key*,,,ivs:GetStreamKey
ivs,GetStreamSession,Grants permission to get information about the stream session on a specified channel,Read,Channel*,,,ivs:GetStreamSession
ivs,ImportPlaybackKeyPair,Grants permission to import the public key,Write,Playback-Key-Pair*,,,ivs:ImportPlaybackKeyPair
ivs,ListChannels,Grants permission to get summary information about channels,List,Channel*,,,ivs:ListChannels
ivs,ListPlaybackKeyPairs,Grants permission to get summary information about playback key pairs,List,Playback-Key-Pair*,,,ivs:ListPlaybackKeyPairs
ivs,ListRecordingConfigurations,Grants permission to get summary information about recording configurations,List,Recording-Configuration*,,,ivs:ListRecordingConfigurations
ivs,ListStreamKeys,Grants permission to get summary information about stream keys,List,Channel*,,,ivs:ListStreamKeys
ivs,ListStreamSessions,Grants permission to get summary information about streams sessions on a specified channel,List,Channel*,,,ivs:ListStreamSessions
ivs,ListStreams,Grants permission to get summary information about live streams,List,Channel*,,,ivs:ListStreams
ivs,ListTagsForResource,Grants permission to get information about the tags for a specified ARN,Read,Channel,,,ivs:ListTagsForResource
ivs,PutMetadata,Grants permission to insert metadata into an RTMP stream for a specified channel,Write,Channel*,,,ivs:PutMetadata
ivs,StopStream,Grants permission to disconnect a streamer on a specified channel,Write,Channel*,,,ivs:StopStream
ivs,TagResource,Grants permission to add or update tags for a resource with a specified ARN,Tagging,Channel,,,ivs:TagResource
ivs,UntagResource,Grants permission to remove tags for a resource with a specified ARN,Tagging,Channel,,,ivs:UntagResource
ivs,UpdateChannel,Grants permission to update a channel's configuration,Write,Channel*,,,ivs:UpdateChannel
ivschat,CreateChatToken,Grants permission to create an encrypted token that is used to establish an individual WebSocket connection to a room,Write,Room*,,,ivschat:CreateChatToken
ivschat,CreateLoggingConfiguration,Grants permission to create a logging configuration that allows clients to record room messages,Write,Logging-Configuration*,,,ivschat:CreateLoggingConfiguration
ivschat,CreateRoom,Grants permission to create a room that allows clients to connect and pass messages,Write,Room*,,,ivschat:CreateRoom
ivschat,DeleteLoggingConfiguration,Grants permission to delete the logging configuration for a specified logging configuration ARN,Write,Logging-Configuration*,,,ivschat:DeleteLoggingConfiguration
ivschat,DeleteMessage,Grants permission to send an event to a specific room which directs clients to delete a specific message,Write,Room*,,,ivschat:DeleteMessage
ivschat,DeleteRoom,Grants permission to delete the room for a specified room ARN,Write,Room*,,,ivschat:DeleteRoom
ivschat,DisconnectUser,Grants permission to disconnect all connections using a specified user ID from a room,Write,Room*,,,ivschat:DisconnectUser
ivschat,GetLoggingConfiguration,Grants permission to get the logging configuration for a specified logging configuration ARN,Read,Logging-Configuration*,,,ivschat:GetLoggingConfiguration
ivschat,GetRoom,Grants permission to get the room configuration for a specified room ARN,Read,Room*,,,ivschat:GetRoom
ivschat,ListLoggingConfigurations,Grants permission to get summary information about logging configurations,List,Logging-Configuration*,,,ivschat:ListLoggingConfigurations
ivschat,ListRooms,Grants permission to get summary information about rooms,List,Room*,,,ivschat:ListRooms
ivschat,ListTagsForResource,Grants permission to get information about the tags for a specified ARN,Read,Room,,,ivschat:ListTagsForResource
ivschat,SendEvent,Grants permission to send an event to a room,Write,Room*,,,ivschat:SendEvent
ivschat,TagResource,Grants permission to add or update tags for a resource with a specified ARN,Tagging,Room,,,ivschat:TagResource
ivschat,UntagResource,Grants permission to remove tags for a resource with a specified ARN,Tagging,Room,,,ivschat:UntagResource
ivschat,UpdateLoggingConfiguration,Grants permission to update the logging configuration for a specified logging configuration ARN,Write,Logging-Configuration*,,,ivschat:UpdateLoggingConfiguration
ivschat,UpdateRoom,Grants permission to update the room configuration for a specified room ARN,Write,Room*,,,ivschat:UpdateRoom
invoicing,GetInvoiceEmailDeliveryPreferences,Grants permission to get Invoice Email Delivery Preferences,Read,,,,invoicing:GetInvoiceEmailDeliveryPreferences
invoicing,GetInvoicePDF,Grants permission to get Invoice PDF,Read,,,,invoicing:GetInvoicePDF
invoicing,ListInvoiceSummaries,Grants permission to get Invoice summary information for your account or linked account,Read,,,,invoicing:ListInvoiceSummaries
invoicing,PutInvoiceEmailDeliveryPreferences,Grants permission to put Invoice Email Delivery Preferences,Write,,,,invoicing:PutInvoiceEmailDeliveryPreferences
iot,AcceptCertificateTransfer,Grants permission to accept a pending certificate transfer,Write,cert*,,,iot:AcceptCertificateTransfer
iot,AddThingToBillingGroup,Grants permission to add a thing to the specified billing group,Write,billinggroup*,,,iot:AddThingToBillingGroup
iot,AddThingToThingGroup,Grants permission to add a thing to the specified thing group,Write,thing*,,,iot:AddThingToThingGroup
iot,AssociateTargetsWithJob,Grants permission to associate a group with a continuous job,Write,job*,,,iot:AssociateTargetsWithJob
iot,AttachPolicy,Grants permission to attach a policy to the specified target,Permissions management,cert,,,iot:AttachPolicy
iot,AttachPrincipalPolicy,Grants permission to attach the specified policy to the specified principal (certificate or other credential),Permissions management,cert,,,iot:AttachPrincipalPolicy
iot,AttachSecurityProfile,Grants permission to associate a Device Defender security profile with a thing group or with this account,Write,securityprofile*,,,iot:AttachSecurityProfile
iot,AttachThingPrincipal,Grants permission to attach the specified principal to the specified thing,Write,,,,iot:AttachThingPrincipal
iot,CancelAuditMitigationActionsTask,Grants permission to cancel a mitigation action task that is in progress,Write,,,,iot:CancelAuditMitigationActionsTask
iot,CancelAuditTask,Grants permission to cancel an audit that is in progress. The audit can be either scheduled or on-demand,Write,,,,iot:CancelAuditTask
iot,CancelCertificateTransfer,Grants permission to cancel a pending transfer for the specified certificate,Write,cert*,,,iot:CancelCertificateTransfer
iot,CancelDetectMitigationActionsTask,Grants permission to cancel a Device Defender ML Detect mitigation action,Write,,,,iot:CancelDetectMitigationActionsTask
iot,CancelJob,Grants permission to cancel a job,Write,job*,,,iot:CancelJob
iot,CancelJobExecution,Grants permission to cancel a job execution on a particular device,Write,job*,,,iot:CancelJobExecution
iot,ClearDefaultAuthorizer,Grants permission to clear the default authorizer,Write,,,,iot:ClearDefaultAuthorizer
iot,CloseTunnel,Grants permission to close a tunnel,Write,tunnel*,,,iot:CloseTunnel
iot,ConfirmTopicRuleDestination,Grants permission to confirm a http url TopicRuleDestinationDestination,Write,destination*,,,iot:ConfirmTopicRuleDestination
iot,Connect,Grants permission to connect as the specified client,Write,client*,,,iot:Connect
iot,CreateAuditSuppression,Grants permission to create a Device Defender audit suppression,Write,,,,iot:CreateAuditSuppression
iot,CreateAuthorizer,Grants permission to create an authorizer,Write,authorizer*,,,iot:CreateAuthorizer
iot,CreateBillingGroup,Grants permission to create a billing group,Write,billinggroup*,,,iot:CreateBillingGroup
iot,CreateCertificateFromCsr,Grants permission to create an X.509 certificate using the specified certificate signing request,Write,,,,iot:CreateCertificateFromCsr
iot,CreateCustomMetric,Grants permission to create a custom metric for device side metric reporting and monitoring,Write,custommetric*,,,iot:CreateCustomMetric
iot,CreateDimension,Grants permission to define a dimension that can be used to to limit the scope of a metric used in a security profile,Write,dimension*,,,iot:CreateDimension
iot,CreateDomainConfiguration,Grants permission to create a domain configuration,Write,domainconfiguration*,,,iot:CreateDomainConfiguration
iot,CreateDynamicThingGroup,Grants permission to create a Dynamic Thing Group,Write,dynamicthinggroup*,,,iot:CreateDynamicThingGroup
iot,CreateFleetMetric,Grants permission to create a fleet metric,Write,fleetmetric*,,,iot:CreateFleetMetric
iot,CreateJob,Grants permission to create a job,Write,job*,,,iot:CreateJob
iot,CreateJobTemplate,Grants permission to create a job template,Write,jobtemplate*,,,iot:CreateJobTemplate
iot,CreateKeysAndCertificate,Grants permission to create a 2048 bit RSA key pair and issues an X.509 certificate using the issued public key,Write,,,,iot:CreateKeysAndCertificate
iot,CreateMitigationAction,Grants permission to define an action that can be applied to audit findings by using StartAuditMitigationActionsTask,Write,mitigationaction*,,,iot:CreateMitigationAction
iot,CreateOTAUpdate,Grants permission to create an OTA update job,Write,otaupdate*,,,iot:CreateOTAUpdate
iot,CreatePolicy,Grants permission to create an AWS IoT policy,Write,policy*,,,iot:CreatePolicy
iot,CreatePolicyVersion,Grants permission to create a new version of the specified AWS IoT policy,Write,policy*,,,iot:CreatePolicyVersion
iot,CreateProvisioningClaim,Grants permission to create a provisioning claim,Write,provisioningtemplate*,,,iot:CreateProvisioningClaim
iot,CreateProvisioningTemplate,Grants permission to create a fleet provisioning template,Write,provisioningtemplate*,,iam:PassRole,iot:CreateProvisioningTemplate
iot,CreateProvisioningTemplateVersion,Grants permission to create a new version of a fleet provisioning template,Write,provisioningtemplate*,,,iot:CreateProvisioningTemplateVersion
iot,CreateRoleAlias,Grants permission to create a role alias,Write,rolealias*,,iam:PassRole,iot:CreateRoleAlias
iot,CreateScheduledAudit,Grants permission to create a scheduled audit that is run at a specified time interval,Write,scheduledaudit*,,,iot:CreateScheduledAudit
iot,CreateSecurityProfile,Grants permission to create a Device Defender security profile,Write,securityprofile*,,,iot:CreateSecurityProfile
iot,CreateStream,Grants permission to create a new AWS IoT stream,Write,stream*,,,iot:CreateStream
iot,CreateThing,Grants permission to create a thing in the thing registry,Write,thing*,,,iot:CreateThing
iot,CreateThingGroup,Grants permission to create a thing group,Write,thinggroup*,,,iot:CreateThingGroup
iot,CreateThingType,Grants permission to create a new thing type,Write,thingtype*,,,iot:CreateThingType
iot,CreateTopicRule,Grants permission to create a rule,Write,rule*,,,iot:CreateTopicRule
iot,CreateTopicRuleDestination,Grants permission to create a TopicRuleDestination,Write,destination*,,,iot:CreateTopicRuleDestination
iot,DeleteAccountAuditConfiguration,Grants permission to delete the audit configuration associated with the account,Write,,,,iot:DeleteAccountAuditConfiguration
iot,DeleteAuditSuppression,Grants permission to delete a Device Defender audit suppression,Write,,,,iot:DeleteAuditSuppression
iot,DeleteAuthorizer,Grants permission to delete the specified authorizer,Write,authorizer*,,,iot:DeleteAuthorizer
iot,DeleteBillingGroup,Grants permission to delete the specified billing group,Write,billinggroup*,,,iot:DeleteBillingGroup
iot,DeleteCACertificate,Grants permission to delete a registered CA certificate,Write,cacert*,,,iot:DeleteCACertificate
iot,DeleteCertificate,Grants permission to delete the specified certificate,Write,cert*,,,iot:DeleteCertificate
iot,DeleteCustomMetric,Grants permission to deletes the specified custom metric from your AWS account,Write,custommetric*,,,iot:DeleteCustomMetric
iot,DeleteDimension,Grants permission to remove the specified dimension from your AWS account,Write,dimension*,,,iot:DeleteDimension
iot,DeleteDomainConfiguration,Grants permission to delete a domain configuration,Write,domainconfiguration*,,,iot:DeleteDomainConfiguration
iot,DeleteDynamicThingGroup,Grants permission to delete the specified Dynamic Thing Group,Write,dynamicthinggroup*,,,iot:DeleteDynamicThingGroup
iot,DeleteFleetMetric,Grants permission to delete the specified fleet metric,Write,fleetmetric*,,,iot:DeleteFleetMetric
iot,DeleteJob,Grants permission to delete a job and its related job executions,Write,job*,,,iot:DeleteJob
iot,DeleteJobExecution,Grants permission to delete a job execution,Write,job*,,,iot:DeleteJobExecution
iot,DeleteJobTemplate,Grants permission to delete a job template,Write,jobtemplate*,,,iot:DeleteJobTemplate
iot,DeleteMitigationAction,Grants permission to delete a defined mitigation action from your AWS account,Write,mitigationaction*,,,iot:DeleteMitigationAction
iot,DeleteOTAUpdate,Grants permission to delete an OTA update job,Write,otaupdate*,,,iot:DeleteOTAUpdate
iot,DeletePolicy,Grants permission to delete the specified policy,Write,policy*,,,iot:DeletePolicy
iot,DeletePolicyVersion,Grants permission to Delete the specified version of the specified policy,Write,policy*,,,iot:DeletePolicyVersion
iot,DeleteProvisioningTemplate,Grants permission to delete a fleet provisioning template,Write,provisioningtemplate*,,,iot:DeleteProvisioningTemplate
iot,DeleteProvisioningTemplateVersion,Grants permission to delete a fleet provisioning template version,Write,provisioningtemplate*,,,iot:DeleteProvisioningTemplateVersion
iot,DeleteRegistrationCode,Grants permission to delete a CA certificate registration code,Write,,,,iot:DeleteRegistrationCode
iot,DeleteRoleAlias,Grants permission to delete the specified role alias,Write,rolealias*,,,iot:DeleteRoleAlias
iot,DeleteScheduledAudit,Grants permission to delete a scheduled audit,Write,scheduledaudit*,,,iot:DeleteScheduledAudit
iot,DeleteSecurityProfile,Grants permission to delete a Device Defender security profile,Write,securityprofile*,,,iot:DeleteSecurityProfile
iot,DeleteStream,Grants permission to delete a specified stream,Write,stream*,,,iot:DeleteStream
iot,DeleteThing,Grants permission to delete the specified thing,Write,thing*,,,iot:DeleteThing
iot,DeleteThingGroup,Grants permission to delete the specified thing group,Write,thinggroup*,,,iot:DeleteThingGroup
iot,DeleteThingShadow,Grants permission to delete the specified thing shadow,Write,thing*,,,iot:DeleteThingShadow
iot,DeleteThingType,Grants permission to delete the specified thing type,Write,thingtype*,,,iot:DeleteThingType
iot,DeleteTopicRule,Grants permission to delete the specified rule,Write,rule*,,,iot:DeleteTopicRule
iot,DeleteTopicRuleDestination,Grants permission to delete a TopicRuleDestination,Write,destination*,,,iot:DeleteTopicRuleDestination
iot,DeleteV2LoggingLevel,Grants permission to delete the specified v2 logging level,Write,,,,iot:DeleteV2LoggingLevel
iot,DeprecateThingType,Grants permission to deprecate the specified thing type,Write,thingtype*,,,iot:DeprecateThingType
iot,DescribeAccountAuditConfiguration,Grants permission to get information about audit configurations for the account,Read,,,,iot:DescribeAccountAuditConfiguration
iot,DescribeAuditFinding,"Grants permission to get information about a single audit finding. Properties include the reason for noncompliance, the severity of the issue, and when the audit that returned the finding was started",Read,,,,iot:DescribeAuditFinding
iot,DescribeAuditMitigationActionsTask,Grants permission to get information about an audit mitigation task that is used to apply mitigation actions to a set of audit findings,Read,,,,iot:DescribeAuditMitigationActionsTask
iot,DescribeAuditSuppression,Grants permission to get information about a Device Defender audit suppression,Read,,,,iot:DescribeAuditSuppression
